date;year;length;weight;stage;age;trap count;total count;;;;;;
31-05-1996;1996;63.84;0.170;3;0;NA;NA;;;;;;
31-05-1996;1996;61.36;0.150;5;0;NA;NA;;;;;;
31-05-1996;1996;62.19;0.180;5;0;NA;NA;;;;;;
31-05-1996;1996;60.83;0.160;5;0;NA;NA;;;;;;
31-05-1996;1996;62.90;0.170;5;0;NA;NA;;;;;;
31-05-1996;1996;65.15;0.210;4;0;NA;NA;;;;;;
31-05-1996;1996;70.08;0.280;4;0;NA;NA;;;;;;
31-05-1996;1996;67.53;0.240;3;0;NA;NA;;;;;;
31-05-1996;1996;66.98;0.230;5;0;NA;NA;;;;;;
31-05-1996;1996;57.64;0.140;3;0;NA;NA;;;;;;
31-05-1996;1996;59.20;0.160;4;0;NA;NA;;;;;;
31-05-1996;1996;61.55;0.170;3;0;NA;NA;;;;;;
31-05-1996;1996;64.40;0.190;5;0;NA;NA;;;;;;
31-05-1996;1996;72.47;0.250;4;0;NA;NA;;;;;;
31-05-1996;1996;64.81;0.220;3;0;NA;NA;;;;;;
03-06-1996;1996;71.20;0.260;4;0;NA;NA;;;;;;
03-06-1996;1996;60.12;0.160;5;0;NA;NA;;;;;;
03-06-1996;1996;64.43;0.180;5;0;NA;NA;;;;;;
03-06-1996;1996;67.16;0.230;4;0;NA;NA;;;;;;
03-06-1996;1996;61.59;0.160;5;0;NA;NA;;;;;;
03-06-1996;1996;68.64;0.230;3;0;NA;NA;;;;;;
03-06-1996;1996;68.39;0.240;4;0;NA;NA;;;;;;
03-06-1996;1996;65.59;0.200;5;0;NA;NA;;;;;;
03-06-1996;1996;62.03;0.160;4;0;NA;NA;;;;;;
03-06-1996;1996;66.13;0.180;4;0;NA;NA;;;;;;
03-06-1996;1996;57.70;0.120;4;0;NA;NA;;;;;;
03-06-1996;1996;66.83;0.240;4;0;NA;NA;;;;;;
03-06-1996;1996;68.33;0.220;6;0;NA;NA;;;;;;
03-06-1996;1996;63.08;0.150;4;0;NA;NA;;;;;;
03-06-1996;1996;59.90;0.140;3;0;NA;NA;;;;;;
03-06-1996;1996;62.71;0.170;4;0;NA;NA;;;;;;
03-06-1996;1996;57.75;0.120;4;0;NA;NA;;;;;;
03-06-1996;1996;63.43;0.150;3;0;NA;NA;;;;;;
03-06-1996;1996;66.67;0.210;4;0;NA;NA;;;;;;
03-06-1996;1996;65.58;0.200;2;0;NA;NA;;;;;;
03-06-1996;1996;61.91;0.160;5;0;NA;NA;;;;;;
03-06-1996;1996;68.08;0.190;4;0;NA;NA;;;;;;
03-06-1996;1996;65.97;0.230;5;0;NA;NA;;;;;;
03-06-1996;1996;70.92;0.290;4;0;NA;NA;;;;;;
03-06-1996;1996;62.11;0.170;4;0;NA;NA;;;;;;
03-06-1996;1996;57.87;0.170;4;0;NA;NA;;;;;;
03-06-1996;1996;69.55;0.280;4;0;NA;NA;;;;;;
03-06-1996;1996;63.25;0.180;4;0;NA;NA;;;;;;
03-06-1996;1996;61.18;0.160;4;0;NA;NA;;;;;;
03-06-1996;1996;68.81;0.210;4;0;NA;NA;;;;;;
03-06-1996;1996;59.56;0.120;5;0;NA;NA;;;;;;
03-06-1996;1996;69.85;0.230;4;0;NA;NA;;;;;;
03-06-1996;1996;69.25;0.220;5;0;NA;NA;;;;;;
03-06-1996;1996;61.44;0.160;3;0;NA;NA;;;;;;
03-06-1996;1996;63.81;0.210;3;0;NA;NA;;;;;;
03-06-1996;1996;68.23;0.240;4;0;NA;NA;;;;;;
03-06-1996;1996;61.01;0.160;5;0;NA;NA;;;;;;
03-06-1996;1996;64.63;0.170;6;0;NA;NA;;;;;;
03-06-1996;1996;58.23;0.120;4;0;NA;NA;;;;;;
03-06-1996;1996;66.48;0.240;4;0;NA;NA;;;;;;
03-06-1996;1996;71.27;0.290;3;0;NA;NA;;;;;;
03-06-1996;1996;64.69;0.180;4;0;NA;NA;;;;;;
03-06-1996;1996;57.20;0.120;4;0;NA;NA;;;;;;
03-06-1996;1996;67.56;0.230;4;0;NA;NA;;;;;;
03-06-1996;1996;65.61;0.200;4;0;NA;NA;;;;;;
03-06-1996;1996;61.95;0.160;3;0;NA;NA;;;;;;
03-06-1996;1996;61.68;0.160;5;0;NA;NA;;;;;;
03-06-1996;1996;68.72;0.200;3;0;NA;NA;;;;;;
03-06-1996;1996;62.97;0.180;5;0;NA;NA;;;;;;
03-06-1996;1996;66.72;0.230;4;0;NA;NA;;;;;;
05-06-1996;1996;67.39;0.240;3;0;NA;NA;;;;;;
05-06-1996;1996;63.19;0.190;4;0;NA;NA;;;;;;
05-06-1996;1996;59.62;0.160;4;0;NA;NA;;;;;;
05-06-1996;1996;58.18;0.150;5;0;NA;NA;;;;;;
05-06-1996;1996;62.99;0.140;5;0;NA;NA;;;;;;
05-06-1996;1996;66.28;0.200;3;0;NA;NA;;;;;;
05-06-1996;1996;68.73;0.240;4;0;NA;NA;;;;;;
05-06-1996;1996;62.19;0.180;5;0;NA;NA;;;;;;
05-06-1996;1996;66.72;0.230;6;0;NA;NA;;;;;;
05-06-1996;1996;62.52;0.150;5;0;NA;NA;;;;;;
05-06-1996;1996;65.39;0.190;4;0;NA;NA;;;;;;
05-06-1996;1996;63.96;0.170;3;0;NA;NA;;;;;;
05-06-1996;1996;62.80;0.190;5;0;NA;NA;;;;;;
05-06-1996;1996;66.50;0.190;3;0;NA;NA;;;;;;
05-06-1996;1996;59.48;0.150;3;0;NA;NA;;;;;;
05-06-1996;1996;60.41;0.160;5;0;NA;NA;;;;;;
05-06-1996;1996;64.52;0.170;4;0;NA;NA;;;;;;
05-06-1996;1996;68.64;0.240;5;0;NA;NA;;;;;;
05-06-1996;1996;58.17;0.160;5;0;NA;NA;;;;;;
05-06-1996;1996;62.54;0.150;3;0;NA;NA;;;;;;
05-06-1996;1996;61.82;0.160;3;0;NA;NA;;;;;;
05-06-1996;1996;65.41;0.200;4;0;NA;NA;;;;;;
05-06-1996;1996;60.98;0.120;3;0;NA;NA;;;;;;
05-06-1996;1996;58.41;0.150;3;0;NA;NA;;;;;;
05-06-1996;1996;56.80;0.120;5;0;NA;NA;;;;;;
05-06-1996;1996;59.27;0.160;5;0;NA;NA;;;;;;
05-06-1996;1996;62.91;0.190;5;0;NA;NA;;;;;;
05-06-1996;1996;64.31;0.290;4;0;NA;NA;;;;;;
05-06-1996;1996;63.80;0.200;3;0;NA;NA;;;;;;
05-06-1996;1996;66.60;0.240;3;0;NA;NA;;;;;;
05-06-1996;1996;60.42;0.150;4;0;NA;NA;;;;;;
05-06-1996;1996;61.91;0.180;5;0;NA;NA;;;;;;
05-06-1996;1996;62.33;0.160;5;0;NA;NA;;;;;;
05-06-1996;1996;57.77;0.150;6;0;NA;NA;;;;;;
05-06-1996;1996;58.37;0.160;5;0;NA;NA;;;;;;
05-06-1996;1996;59.98;0.160;4;0;NA;NA;;;;;;
05-06-1996;1996;54.24;0.100;5;0;NA;NA;;;;;;
05-06-1996;1996;56.56;0.160;3;0;NA;NA;;;;;;
05-06-1996;1996;57.04;0.140;4;0;NA;NA;;;;;;
05-06-1996;1996;62.41;0.210;5;0;NA;NA;;;;;;
05-06-1996;1996;69.91;0.270;4;0;NA;NA;;;;;;
05-06-1996;1996;61.00;0.190;4;0;NA;NA;;;;;;
05-06-1996;1996;56.48;0.120;4;0;NA;NA;;;;;;
05-06-1996;1996;56.51;0.120;5;0;NA;NA;;;;;;
05-06-1996;1996;58.67;0.160;5;0;NA;NA;;;;;;
05-06-1996;1996;65.48;0.210;4;0;NA;NA;;;;;;
05-06-1996;1996;61.92;0.160;3;0;NA;NA;;;;;;
05-06-1996;1996;64.78;0.180;4;0;NA;NA;;;;;;
05-06-1996;1996;67.22;0.210;5;0;NA;NA;;;;;;
05-06-1996;1996;57.83;0.130;6;0;NA;NA;;;;;;
07-06-1996;1996;69.62;0.290;5;0;NA;NA;;;;;;
07-06-1996;1996;61.42;0.160;5;0;NA;NA;;;;;;
07-06-1996;1996;65.40;0.160;5;0;NA;NA;;;;;;
07-06-1996;1996;57.24;0.140;5;0;NA;NA;;;;;;
07-06-1996;1996;55.43;0.130;5;0;NA;NA;;;;;;
07-06-1996;1996;60.66;0.160;5;0;NA;NA;;;;;;
07-06-1996;1996;67.89;0.230;4;0;NA;NA;;;;;;
07-06-1996;1996;65.19;0.240;4;0;NA;NA;;;;;;
07-06-1996;1996;54.75;0.110;6;0;NA;NA;;;;;;
07-06-1996;1996;59.38;0.140;6;0;NA;NA;;;;;;
07-06-1996;1996;62.14;0.180;6;0;NA;NA;;;;;;
07-06-1996;1996;68.73;0.250;4;0;NA;NA;;;;;;
07-06-1996;1996;59.38;0.150;5;0;NA;NA;;;;;;
07-06-1996;1996;64.58;0.220;5;0;NA;NA;;;;;;
07-06-1996;1996;65.32;0.200;4;0;NA;NA;;;;;;
07-06-1996;1996;64.41;0.190;4;0;NA;NA;;;;;;
07-06-1996;1996;68.48;0.260;3;0;NA;NA;;;;;;
07-06-1996;1996;63.04;0.170;5;0;NA;NA;;;;;;
07-06-1996;1996;63.18;0.150;4;0;NA;NA;;;;;;
07-06-1996;1996;60.12;0.140;3;0;NA;NA;;;;;;
07-06-1996;1996;63.62;0.190;4;0;NA;NA;;;;;;
07-06-1996;1996;67.21;0.210;5;0;NA;NA;;;;;;
07-06-1996;1996;60.50;0.160;3;0;NA;NA;;;;;;
07-06-1996;1996;54.81;0.100;7;0;NA;NA;;;;;;
07-06-1996;1996;63.49;0.150;5;0;NA;NA;;;;;;
07-06-1996;1996;56.95;0.110;4;0;NA;NA;;;;;;
07-06-1996;1996;61.44;0.160;5;0;NA;NA;;;;;;
07-06-1996;1996;66.59;0.260;4;0;NA;NA;;;;;;
07-06-1996;1996;68.80;0.210;5;0;NA;NA;;;;;;
07-06-1996;1996;63.06;0.190;7;0;NA;NA;;;;;;
07-06-1996;1996;59.94;0.130;5;0;NA;NA;;;;;;
07-06-1996;1996;61.77;0.160;5;0;NA;NA;;;;;;
07-06-1996;1996;59.32;0.140;5;0;NA;NA;;;;;;
07-06-1996;1996;54.98;0.110;5;0;NA;NA;;;;;;
07-06-1996;1996;60.11;0.170;5;0;NA;NA;;;;;;
07-06-1996;1996;63.42;0.180;5;0;NA;NA;;;;;;
07-06-1996;1996;62.01;0.170;5;0;NA;NA;;;;;;
07-06-1996;1996;62.47;0.150;6;0;NA;NA;;;;;;
07-06-1996;1996;65.38;0.170;4;0;NA;NA;;;;;;
07-06-1996;1996;56.24;0.120;4;0;NA;NA;;;;;;
07-06-1996;1996;57.93;0.120;6;0;NA;NA;;;;;;
07-06-1996;1996;62.13;0.180;5;0;NA;NA;;;;;;
07-06-1996;1996;61.59;0.140;3;0;NA;NA;;;;;;
07-06-1996;1996;64.74;0.190;5;0;NA;NA;;;;;;
07-06-1996;1996;57.53;0.130;5;0;NA;NA;;;;;;
07-06-1996;1996;66.57;0.200;2;0;NA;NA;;;;;;
07-06-1996;1996;66.22;0.220;5;0;NA;NA;;;;;;
07-06-1996;1996;59.98;0.130;5;0;NA;NA;;;;;;
07-06-1996;1996;62.74;0.160;6;0;NA;NA;;;;;;
07-06-1996;1996;57.72;0.160;3;0;NA;NA;;;;;;
10-06-1996;1996;65.58;0.320;5;0;NA;NA;;;;;;
10-06-1996;1996;51.98;0.120;5;0;NA;NA;;;;;;
10-06-1996;1996;57.78;0.170;5;0;NA;NA;;;;;;
10-06-1996;1996;55.72;0.180;6;0;NA;NA;;;;;;
10-06-1996;1996;57.10;0.200;6;0;NA;NA;;;;;;
10-06-1996;1996;59.59;0.200;6;0;NA;NA;;;;;;
10-06-1996;1996;58.92;0.230;4;0;NA;NA;;;;;;
10-06-1996;1996;56.20;0.200;5;0;NA;NA;;;;;;
10-06-1996;1996;52.62;0.110;5;0;NA;NA;;;;;;
10-06-1996;1996;56.37;0.180;6;0;NA;NA;;;;;;
10-06-1996;1996;70.07;0.350;6;0;NA;NA;;;;;;
10-06-1996;1996;60.79;0.220;5;0;NA;NA;;;;;;
10-06-1996;1996;57.78;0.190;5;0;NA;NA;;;;;;
10-06-1996;1996;53.03;0.170;5;0;NA;NA;;;;;;
10-06-1996;1996;56.62;0.160;5;0;NA;NA;;;;;;
10-06-1996;1996;63.11;0.250;4;0;NA;NA;;;;;;
10-06-1996;1996;53.78;0.150;5;0;NA;NA;;;;;;
10-06-1996;1996;58.45;0.190;5;0;NA;NA;;;;;;
10-06-1996;1996;61.98;0.230;5;0;NA;NA;;;;;;
10-06-1996;1996;55.44;0.180;5;0;NA;NA;;;;;;
10-06-1996;1996;54.88;0.160;5;0;NA;NA;;;;;;
10-06-1996;1996;64.69;0.270;4;0;NA;NA;;;;;;
10-06-1996;1996;59.43;0.200;4;0;NA;NA;;;;;;
10-06-1996;1996;66.90;0.320;6;0;NA;NA;;;;;;
10-06-1996;1996;64.41;0.300;5;0;NA;NA;;;;;;
10-06-1996;1996;59.59;0.200;4;0;NA;NA;;;;;;
10-06-1996;1996;63.79;0.260;4;0;NA;NA;;;;;;
10-06-1996;1996;58.79;0.170;5;0;NA;NA;;;;;;
10-06-1996;1996;69.70;0.330;5;0;NA;NA;;;;;;
10-06-1996;1996;53.69;0.120;5;0;NA;NA;;;;;;
10-06-1996;1996;67.44;0.310;4;0;NA;NA;;;;;;
10-06-1996;1996;61.51;0.230;4;0;NA;NA;;;;;;
10-06-1996;1996;56.72;0.180;5;0;NA;NA;;;;;;
10-06-1996;1996;55.03;0.160;5;0;NA;NA;;;;;;
10-06-1996;1996;62.34;0.250;4;0;NA;NA;;;;;;
10-06-1996;1996;60.61;0.230;5;0;NA;NA;;;;;;
10-06-1996;1996;54.70;0.180;4;0;NA;NA;;;;;;
10-06-1996;1996;67.90;0.340;5;0;NA;NA;;;;;;
10-06-1996;1996;67.34;0.290;5;0;NA;NA;;;;;;
10-06-1996;1996;61.18;0.240;6;0;NA;NA;;;;;;
10-06-1996;1996;69.28;0.350;3;0;NA;NA;;;;;;
10-06-1996;1996;58.56;0.210;6;0;NA;NA;;;;;;
10-06-1996;1996;60.96;0.210;5;0;NA;NA;;;;;;
10-06-1996;1996;61.64;0.270;6;0;NA;NA;;;;;;
10-06-1996;1996;66.76;0.310;5;0;NA;NA;;;;;;
10-06-1996;1996;59.56;0.200;4;0;NA;NA;;;;;;
10-06-1996;1996;64.28;0.270;5;0;NA;NA;;;;;;
10-06-1996;1996;64.94;0.270;6;0;NA;NA;;;;;;
10-06-1996;1996;54.03;0.160;5;0;NA;NA;;;;;;
10-06-1996;1996;52.97;0.150;7;0;NA;NA;;;;;;
12-06-1996;1996;60.50;0.160;5;0;NA;NA;;;;;;
12-06-1996;1996;65.49;0.190;6;0;NA;NA;;;;;;
12-06-1996;1996;58.55;0.150;4;0;NA;NA;;;;;;
12-06-1996;1996;66.78;0.180;5;0;NA;NA;;;;;;
12-06-1996;1996;53.30;0.120;6;0;NA;NA;;;;;;
12-06-1996;1996;63.60;0.180;5;0;NA;NA;;;;;;
12-06-1996;1996;62.27;0.170;5;0;NA;NA;;;;;;
12-06-1996;1996;63.84;0.190;5;0;NA;NA;;;;;;
12-06-1996;1996;65.52;0.220;5;0;NA;NA;;;;;;
12-06-1996;1996;59.21;0.180;5;0;NA;NA;;;;;;
12-06-1996;1996;64.84;0.200;4;0;NA;NA;;;;;;
12-06-1996;1996;63.11;0.180;4;0;NA;NA;;;;;;
12-06-1996;1996;63.21;0.200;4;0;NA;NA;;;;;;
12-06-1996;1996;67.08;0.220;5;0;NA;NA;;;;;;
12-06-1996;1996;64.47;0.200;4;0;NA;NA;;;;;;
12-06-1996;1996;57.52;0.160;5;0;NA;NA;;;;;;
12-06-1996;1996;56.58;0.120;5;0;NA;NA;;;;;;
12-06-1996;1996;67.47;0.200;3;0;NA;NA;;;;;;
12-06-1996;1996;55.81;0.120;5;0;NA;NA;;;;;;
12-06-1996;1996;60.79;0.170;5;0;NA;NA;;;;;;
12-06-1996;1996;65.74;0.190;5;0;NA;NA;;;;;;
12-06-1996;1996;61.20;0.180;4;0;NA;NA;;;;;;
12-06-1996;1996;68.93;0.240;5;0;NA;NA;;;;;;
12-06-1996;1996;59.92;0.170;5;0;NA;NA;;;;;;
12-06-1996;1996;65.11;0.190;3;0;NA;NA;;;;;;
12-06-1996;1996;59.46;0.130;5;0;NA;NA;;;;;;
12-06-1996;1996;68.58;0.260;4;0;NA;NA;;;;;;
12-06-1996;1996;61.48;0.150;5;0;NA;NA;;;;;;
12-06-1996;1996;57.37;0.120;4;0;NA;NA;;;;;;
12-06-1996;1996;56.71;0.130;6;0;NA;NA;;;;;;
12-06-1996;1996;61.28;0.180;4;0;NA;NA;;;;;;
12-06-1996;1996;60.56;0.170;5;0;NA;NA;;;;;;
12-06-1996;1996;64.28;0.170;5;0;NA;NA;;;;;;
12-06-1996;1996;61.89;0.190;4;0;NA;NA;;;;;;
12-06-1996;1996;62.87;0.170;5;0;NA;NA;;;;;;
12-06-1996;1996;68.00;0.270;4;0;NA;NA;;;;;;
12-06-1996;1996;67.00;0.220;5;0;NA;NA;;;;;;
12-06-1996;1996;63.19;0.180;4;0;NA;NA;;;;;;
12-06-1996;1996;61.16;0.160;3;0;NA;NA;;;;;;
12-06-1996;1996;55.70;0.120;5;0;NA;NA;;;;;;
12-06-1996;1996;59.79;0.160;7;0;NA;NA;;;;;;
12-06-1996;1996;58.37;0.160;5;0;NA;NA;;;;;;
12-06-1996;1996;55.97;0.110;4;0;NA;NA;;;;;;
12-06-1996;1996;58.90;0.140;5;0;NA;NA;;;;;;
12-06-1996;1996;61.09;0.170;5;0;NA;NA;;;;;;
12-06-1996;1996;57.44;0.130;5;0;NA;NA;;;;;;
12-06-1996;1996;66.08;0.210;5;0;NA;NA;;;;;;
12-06-1996;1996;56.52;0.130;4;0;NA;NA;;;;;;
12-06-1996;1996;60.44;0.140;6;0;NA;NA;;;;;;
12-06-1996;1996;59.06;0.170;4;0;NA;NA;;;;;;
14-06-1996;1996;67.46;0.210;5;0;NA;NA;;;;;;
14-06-1996;1996;61.25;0.140;6;0;NA;NA;;;;;;
14-06-1996;1996;70.00;0.240;4;0;NA;NA;;;;;;
14-06-1996;1996;66.64;0.200;5;0;NA;NA;;;;;;
14-06-1996;1996;59.97;0.160;4;0;NA;NA;;;;;;
14-06-1996;1996;65.03;0.180;5;0;NA;NA;;;;;;
14-06-1996;1996;59.53;0.130;5;0;NA;NA;;;;;;
14-06-1996;1996;63.44;0.190;5;0;NA;NA;;;;;;
14-06-1996;1996;60.42;0.150;5;0;NA;NA;;;;;;
14-06-1996;1996;62.16;0.180;6;0;NA;NA;;;;;;
14-06-1996;1996;65.65;0.170;5;0;NA;NA;;;;;;
14-06-1996;1996;63.25;0.190;6;0;NA;NA;;;;;;
14-06-1996;1996;63.76;0.170;4;0;NA;NA;;;;;;
14-06-1996;1996;66.14;0.180;5;0;NA;NA;;;;;;
14-06-1996;1996;62.18;0.160;6;0;NA;NA;;;;;;
14-06-1996;1996;66.34;0.200;5;0;NA;NA;;;;;;
14-06-1996;1996;65.29;0.200;5;0;NA;NA;;;;;;
14-06-1996;1996;64.55;0.170;5;0;NA;NA;;;;;;
14-06-1996;1996;55.77;0.110;5;0;NA;NA;;;;;;
14-06-1996;1996;57.67;0.120;5;0;NA;NA;;;;;;
14-06-1996;1996;58.83;0.130;5;0;NA;NA;;;;;;
14-06-1996;1996;62.38;0.190;5;0;NA;NA;;;;;;
14-06-1996;1996;57.42;0.120;6;0;NA;NA;;;;;;
14-06-1996;1996;58.55;0.140;6;0;NA;NA;;;;;;
14-06-1996;1996;69.18;0.240;5;0;NA;NA;;;;;;
14-06-1996;1996;63.58;0.190;5;0;NA;NA;;;;;;
14-06-1996;1996;65.62;0.200;4;0;NA;NA;;;;;;
14-06-1996;1996;62.65;0.160;5;0;NA;NA;;;;;;
14-06-1996;1996;64.03;0.170;6;0;NA;NA;;;;;;
14-06-1996;1996;61.48;0.190;5;0;NA;NA;;;;;;
14-06-1996;1996;59.68;0.140;6;0;NA;NA;;;;;;
14-06-1996;1996;56.35;0.130;7;0;NA;NA;;;;;;
14-06-1996;1996;66.97;0.230;5;0;NA;NA;;;;;;
14-06-1996;1996;64.60;0.170;5;0;NA;NA;;;;;;
14-06-1996;1996;65.14;0.180;6;0;NA;NA;;;;;;
14-06-1996;1996;67.25;0.220;7;0;NA;NA;;;;;;
14-06-1996;1996;56.18;0.130;5;0;NA;NA;;;;;;
14-06-1996;1996;58.65;0.140;5;0;NA;NA;;;;;;
14-06-1996;1996;63.03;0.180;5;0;NA;NA;;;;;;
14-06-1996;1996;61.36;0.150;5;0;NA;NA;;;;;;
14-06-1996;1996;64.96;0.170;4;0;NA;NA;;;;;;
14-06-1996;1996;62.94;0.160;7;0;NA;NA;;;;;;
14-06-1996;1996;64.66;0.190;5;0;NA;NA;;;;;;
14-06-1996;1996;68.33;0.210;6;0;NA;NA;;;;;;
14-06-1996;1996;60.51;0.160;6;0;NA;NA;;;;;;
14-06-1996;1996;60.77;0.160;5;0;NA;NA;;;;;;
14-06-1996;1996;60.34;0.160;6;0;NA;NA;;;;;;
14-06-1996;1996;62.51;0.150;6;0;NA;NA;;;;;;
14-06-1996;1996;54.22;0.110;3;0;NA;NA;;;;;;
14-06-1996;1996;66.82;0.230;4;0;NA;NA;;;;;;
17-06-1996;1996;66.82;0.210;5;0;NA;NA;;;;;;
17-06-1996;1996;58.12;0.130;5;0;NA;NA;;;;;;
17-06-1996;1996;61.08;0.170;6;0;NA;NA;;;;;;
17-06-1996;1996;67.04;0.220;4;0;NA;NA;;;;;;
17-06-1996;1996;61.25;0.160;6;0;NA;NA;;;;;;
17-06-1996;1996;60.40;0.170;5;0;NA;NA;;;;;;
17-06-1996;1996;63.45;0.160;5;0;NA;NA;;;;;;
17-06-1996;1996;61.78;0.170;5;0;NA;NA;;;;;;
17-06-1996;1996;56.96;0.150;4;0;NA;NA;;;;;;
17-06-1996;1996;61.77;0.160;6;0;NA;NA;;;;;;
17-06-1996;1996;61.53;0.160;6;0;NA;NA;;;;;;
17-06-1996;1996;68.67;0.210;6;0;NA;NA;;;;;;
17-06-1996;1996;68.30;0.200;6;0;NA;NA;;;;;;
17-06-1996;1996;60.63;0.170;6;0;NA;NA;;;;;;
17-06-1996;1996;64.71;0.180;6;0;NA;NA;;;;;;
17-06-1996;1996;60.21;0.140;6;0;NA;NA;;;;;;
17-06-1996;1996;60.83;0.170;6;0;NA;NA;;;;;;
17-06-1996;1996;60.27;0.150;6;0;NA;NA;;;;;;
17-06-1996;1996;58.59;0.120;6;0;NA;NA;;;;;;
17-06-1996;1996;62.63;0.170;6;0;NA;NA;;;;;;
17-06-1996;1996;63.94;0.180;6;0;NA;NA;;;;;;
17-06-1996;1996;59.27;0.130;6;0;NA;NA;;;;;;
17-06-1996;1996;63.87;0.190;4;0;NA;NA;;;;;;
17-06-1996;1996;56.47;0.110;5;0;NA;NA;;;;;;
17-06-1996;1996;56.99;0.150;5;0;NA;NA;;;;;;
17-06-1996;1996;61.74;0.150;6;0;NA;NA;;;;;;
17-06-1996;1996;63.13;0.160;5;0;NA;NA;;;;;;
17-06-1996;1996;56.58;0.120;5;0;NA;NA;;;;;;
17-06-1996;1996;64.21;0.190;6;0;NA;NA;;;;;;
17-06-1996;1996;57.86;0.140;6;0;NA;NA;;;;;;
17-06-1996;1996;68.07;0.240;6;0;NA;NA;;;;;;
17-06-1996;1996;60.24;0.170;6;0;NA;NA;;;;;;
17-06-1996;1996;58.73;0.120;6;0;NA;NA;;;;;;
17-06-1996;1996;67.09;0.210;6;0;NA;NA;;;;;;
17-06-1996;1996;58.67;0.130;6;0;NA;NA;;;;;;
17-06-1996;1996;61.41;0.170;6;0;NA;NA;;;;;;
17-06-1996;1996;60.25;0.150;6;0;NA;NA;;;;;;
17-06-1996;1996;58.99;0.140;6;0;NA;NA;;;;;;
17-06-1996;1996;66.21;0.220;6;0;NA;NA;;;;;;
17-06-1996;1996;65.01;0.190;5;0;NA;NA;;;;;;
17-06-1996;1996;61.60;0.160;4;0;NA;NA;;;;;;
17-06-1996;1996;64.13;0.170;4;0;NA;NA;;;;;;
17-06-1996;1996;56.92;0.120;5;0;NA;NA;;;;;;
17-06-1996;1996;56.40;0.130;5;0;NA;NA;;;;;;
17-06-1996;1996;60.02;0.120;6;0;NA;NA;;;;;;
17-06-1996;1996;67.73;0.220;4;0;NA;NA;;;;;;
17-06-1996;1996;55.44;0.130;4;0;NA;NA;;;;;;
17-06-1996;1996;66.20;0.210;4;0;NA;NA;;;;;;
17-06-1996;1996;63.41;0.160;4;0;NA;NA;;;;;;
17-06-1996;1996;66.46;0.200;4;0;NA;NA;;;;;;
19-06-1996;1996;57.95;0.150;5;0;NA;NA;;;;;;
19-06-1996;1996;65.27;0.170;5;0;NA;NA;;;;;;
19-06-1996;1996;55.23;0.120;6;0;NA;NA;;;;;;
19-06-1996;1996;57.91;0.150;5;0;NA;NA;;;;;;
19-06-1996;1996;60.65;0.140;6;0;NA;NA;;;;;;
19-06-1996;1996;65.13;0.170;5;0;NA;NA;;;;;;
19-06-1996;1996;68.61;0.200;5;0;NA;NA;;;;;;
19-06-1996;1996;65.88;0.190;5;0;NA;NA;;;;;;
19-06-1996;1996;61.08;0.170;5;0;NA;NA;;;;;;
19-06-1996;1996;59.51;0.140;6;0;NA;NA;;;;;;
19-06-1996;1996;57.25;0.120;5;0;NA;NA;;;;;;
19-06-1996;1996;57.78;0.130;6;0;NA;NA;;;;;;
19-06-1996;1996;58.09;0.130;6;0;NA;NA;;;;;;
19-06-1996;1996;60.06;0.140;4;0;NA;NA;;;;;;
19-06-1996;1996;62.56;0.150;5;0;NA;NA;;;;;;
19-06-1996;1996;64.56;0.160;6;0;NA;NA;;;;;;
19-06-1996;1996;66.48;0.200;5;0;NA;NA;;;;;;
19-06-1996;1996;64.43;0.180;6;0;NA;NA;;;;;;
19-06-1996;1996;67.98;0.210;5;0;NA;NA;;;;;;
19-06-1996;1996;64.23;0.190;6;0;NA;NA;;;;;;
19-06-1996;1996;56.47;0.100;5;0;NA;NA;;;;;;
19-06-1996;1996;62.30;0.160;5;0;NA;NA;;;;;;
19-06-1996;1996;64.77;0.190;6;0;NA;NA;;;;;;
19-06-1996;1996;66.59;0.200;7;0;NA;NA;;;;;;
19-06-1996;1996;57.10;0.120;3;0;NA;NA;;;;;;
19-06-1996;1996;61.75;0.160;5;0;NA;NA;;;;;;
19-06-1996;1996;56.52;0.120;6;0;NA;NA;;;;;;
19-06-1996;1996;68.63;0.240;5;0;NA;NA;;;;;;
19-06-1996;1996;67.79;0.250;5;0;NA;NA;;;;;;
19-06-1996;1996;66.02;0.180;6;0;NA;NA;;;;;;
19-06-1996;1996;57.13;0.130;6;0;NA;NA;;;;;;
19-06-1996;1996;65.69;0.180;5;0;NA;NA;;;;;;
19-06-1996;1996;62.42;0.160;5;0;NA;NA;;;;;;
19-06-1996;1996;55.04;0.100;6;0;NA;NA;;;;;;
19-06-1996;1996;61.66;0.140;6;0;NA;NA;;;;;;
19-06-1996;1996;60.02;0.150;4;0;NA;NA;;;;;;
19-06-1996;1996;55.74;0.110;7;0;NA;NA;;;;;;
19-06-1996;1996;59.27;0.130;6;0;NA;NA;;;;;;
19-06-1996;1996;65.50;0.200;5;0;NA;NA;;;;;;
19-06-1996;1996;62.24;0.170;5;0;NA;NA;;;;;;
19-06-1996;1996;66.49;0.150;7;0;NA;NA;;;;;;
19-06-1996;1996;62.43;0.160;5;0;NA;NA;;;;;;
19-06-1996;1996;59.28;0.140;5;0;NA;NA;;;;;;
19-06-1996;1996;61.71;0.130;4;0;NA;NA;;;;;;
19-06-1996;1996;61.10;0.190;6;0;NA;NA;;;;;;
